No.,Ticker,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Price,Change,Volume
1415,SIGA,917.51M,15.66,20.87,15.66,6.58,6.08,5.99,-,28.20%,1.50%,27.00%,1.00%,54.90%,13.75,-1.65%,"2,625,779"
1416,SIGI,4.81B,14.37,12.62,1.07,1.41,1.89,12021.97,7.44,59.10%,14.46%,19.20%,13.40%,8.00%,81.06,0.30%,"59,816"
1417,SII,1.22B,19.46,17.59,-,5.54,2.30,16.68,-,22.40%,27.19%,0.10%,-,-0.30%,35.76,-0.11%,"26,123"
1418,SIJ,-,-,-,-,-,-,-,-,-,-,-,-,-,18.22,-1.67%,"5,028"
1419,SIM,4.63B,12.21,-,-,0.08,0.11,-,-,-,-,12.41%,-,-,29.98,-0.13%,888
1420,SIMO,2.86B,13.74,9.39,1.96,2.92,4.87,-,45.14,150.70%,14.23%,12.80%,7.00%,10.60%,87.37,1.13%,"164,906"
1421,SIRE,355.91M,9.50,-,-,0.62,1.84,107.85,26.96,108.50%,-,-9.90%,-,2.60%,18.38,1.30%,"11,464"
1422,SIRI,25.27B,18.78,18.51,1.93,2.86,-,332.44,67.55,916.90%,11.82%,16.30%,9.75%,11.60%,6.47,-0.23%,"5,088,550"
1423,SITM,3.52B,89.87,34.03,-,13.87,5.51,6.15,91.33,361.70%,16.38%,-,-,-,183.85,6.77%,"95,795"
1424,SJB,-,-,-,-,-,-,-,-,-,-,-,-,-,18.85,-1.18%,"926,368"
1425,SJI,4.14B,48.30,18.86,9.29,1.93,1.87,127.45,-,-50.70%,5.19%,-12.50%,5.20%,14.00%,33.87,-0.38%,"328,197"
1426,SJT,487.30M,12.04,-,-,11.00,157.14,73.83,-,384.90%,-,20.90%,-,16.50%,11.11,1.02%,"447,297"
1427,SKY,3.17B,13.07,12.50,0.33,1.43,3.90,7.27,16.45,190.70%,-10.34%,-30.94%,40.20%,56.30%,57.71,2.03%,"124,492"
1428,SLAC,424.36M,36.01,-,-,-,1.30,4243.61,-,-,-,-,-,-,9.83,0.00%,"8,995"
1429,SLB,46.92B,23.41,12.93,0.56,1.98,3.15,17.71,19.66,117.40%,41.42%,25.10%,42.10%,-3.80%,34.07,-0.44%,"5,047,812"
1430,SLCA,832.02M,-,10.38,-,0.71,1.41,3.47,6.08,75.50%,1096.70%,6.40%,-,14.60%,11.61,2.74%,"530,632"
1431,SLCR,426.69M,-,-,-,-,1.35,4266.90,-,-,-,-,-,-,9.93,0.30%,"439,859"
1432,SLCRU,-,-,-,-,-,-,-,-,-,-,-,-,-,9.98,-0.45%,460
1433,SLGN,4.51B,12.15,9.66,1.82,0.77,2.73,17.36,27.41,16.50%,6.53%,20.50%,6.69%,9.50%,40.44,-0.09%,"106,135"
1434,SLP,1.16B,103.19,83.43,6.88,22.35,6.70,9.49,96.86,-6.30%,13.16%,10.40%,15.00%,18.40%,61.15,3.96%,"92,909"
1435,SM,4.24B,15.70,3.43,0.43,1.39,2.02,10.10,3.05,104.40%,16.67%,15.20%,36.20%,17.30%,35.97,2.60%,"442,584"
1436,SMBC,421.17M,8.73,8.36,-,3.73,1.29,1.59,8.04,74.30%,8.89%,21.40%,-,14.20%,46.85,0.57%,"3,635"
1437,SMBK,393.12M,11.56,8.11,-,3.05,0.96,0.50,11.36,36.80%,17.98%,23.20%,-,24.10%,23.88,-0.50%,"6,922"
1438,SMCI,2.21B,12.73,7.28,1.27,0.48,1.78,8.94,-,31.00%,31.06%,8.50%,10.00%,9.80%,44.73,2.22%,"80,081"
1439,SMM,138.23M,-,-,-,-,-,-,-,-,-,-,-,-,7.75,-0.64%,"16,955"
1440,SMMF,358.46M,8.04,7.20,1.00,2.86,1.16,3.71,7.33,43.80%,2.44%,16.60%,8.00%,13.80%,28.76,0.20%,"2,756"
1441,SMP,994.65M,10.66,9.25,1.52,0.74,1.66,49.73,-,24.70%,7.10%,10.20%,7.00%,4.20%,46.43,0.45%,"16,242"
1442,SMR,2.35B,-,-,-,511.16,-,55.07,-,-16.00%,-,-,-,-,11.17,4.69%,"639,059"
1443,SNDR,4.20B,9.58,10.20,0.80,0.70,1.69,13.09,8.47,91.00%,-12.66%,20.30%,11.96%,6.80%,23.50,-1.18%,"107,832"
1444,SNDX,1.08B,129.59,-,-,7.78,3.02,2.64,110.64,124.90%,-9.50%,16.50%,-,158.10%,18.93,-1.30%,"172,686"
1445,SNEX,1.64B,11.73,10.97,0.62,0.03,1.64,1.26,0.47,-33.60%,-9.23%,14.70%,19.00%,23.60%,83.93,-0.26%,"24,934"
1446,SNPS,48.03B,50.36,33.52,2.57,10.09,8.90,27.91,30.38,12.80%,12.31%,22.80%,19.60%,11.70%,330.99,2.31%,"297,827"
1447,SNRH,509.66M,34.84,-,-,-,1.30,5096.63,-,179.70%,-,-,-,-,9.89,0.29%,2
1448,SNY,128.14B,19.44,11.60,1.89,3.17,2.04,12.67,-,-49.30%,5.78%,7.80%,10.30%,2.50%,50.50,-2.13%,"546,120"
1449,SO,75.74B,33.48,18.93,5.47,3.18,2.70,45.57,-,-23.50%,6.58%,-2.60%,6.12%,3.00%,71.55,-0.28%,"1,557,776"
1450,SOGU,-,-,-,-,-,-,-,-,-,-,-,-,-,52.18,-5.86%,"7,022"
1451,SOI,458.23M,93.83,9.69,-,2.45,1.53,18.26,-,96.10%,80.49%,-21.10%,-10.66%,54.40%,10.01,-0.30%,"98,073"
1452,SOTK,94.54M,37.10,-,-,5.53,6.68,8.52,55.61,127.60%,-,91.20%,-,12.00%,6.11,1.75%,"6,486"
1453,SOYB,-,-,-,-,-,-,-,-,-,-,-,-,-,25.08,-1.51%,"19,242"
1454,SP,740.08M,17.42,10.86,1.74,0.58,2.94,31.63,10.39,118.10%,10.07%,7.70%,10.00%,-6.10%,32.47,-0.58%,"24,040"
1455,SPDN,-,-,-,-,-,-,-,-,-,-,-,-,-,16.26,-0.73%,"2,005,902"
1456,SPDV,-,-,-,-,-,-,-,-,-,-,-,-,-,28.97,0.42%,"3,446"
1457,SPFI,408.62M,7.62,9.95,-,3.02,1.09,0.77,2.76,28.20%,4.13%,-,-,-,23.72,-0.50%,"5,366"
1458,SPH,1.00B,6.58,6.37,1.65,0.71,1.71,147.45,9.78,100.20%,2.05%,52.40%,4.00%,4.30%,15.90,0.35%,"35,722"
1459,SPHD,-,-,-,-,-,-,-,-,-,-,-,-,-,43.85,-0.22%,"311,667"
1460,SPLP,858.26M,13.32,-,-,0.53,1.43,-,429.13,181.50%,-,78.50%,-,5.60%,41.96,-0.12%,"1,377"
1461,SPNS,1.35B,27.49,18.53,2.10,2.89,3.34,6.56,16.17,31.00%,9.70%,16.90%,13.10%,16.40%,25.69,1.36%,"53,248"
1462,SPSC,3.76B,84.34,43.59,5.62,9.39,7.88,15.47,50.21,-4.00%,17.04%,53.00%,15.00%,14.80%,114.26,6.59%,"44,133"
1463,SPTN,1.13B,15.67,12.89,-,0.12,1.41,69.24,13.00,-3.10%,8.55%,6.20%,-8.70%,3.40%,31.94,0.06%,"57,937"
1464,SPVM,-,-,-,-,-,-,-,-,-,-,-,-,-,47.20,0.18%,199
1465,SPVU,-,-,-,-,-,-,-,-,-,-,-,-,-,41.09,0.05%,"9,315"
1466,SPYD,-,-,-,-,-,-,-,-,-,-,-,-,-,40.12,-0.20%,"861,062"
1467,SQM,22.91B,19.40,8.70,0.48,5.26,7.96,6.95,30.10,227.90%,-3.62%,14.20%,40.60%,8.10%,89.50,0.29%,"480,790"
1468,SQQQ,-,-,-,-,-,-,-,-,-,-,-,-,-,45.47,-5.56%,"63,363,467"
1469,SR,3.65B,17.55,16.20,4.08,1.78,1.41,439.70,-,245.30%,11.83%,8.90%,4.30%,7.80%,69.98,-1.33%,"41,500"
1470,SRCE,1.10B,9.61,10.33,0.96,4.29,1.29,2.48,8.33,48.20%,0.81%,16.20%,10.00%,5.80%,44.78,-0.75%,"8,114"
1471,SRE,46.63B,47.94,16.87,7.02,3.48,1.90,18.51,28.21,-38.80%,5.48%,-6.00%,6.83%,4.70%,152.51,0.61%,"603,576"
1472,SREV,149.40M,-,-,-,0.75,2.29,5.06,99.60,22.40%,-,16.60%,25.00%,-5.00%,1.49,0.00%,"14,612"
1473,SRPT,7.29B,-,-,-,9.52,8.63,3.62,-,27.50%,27.10%,1.30%,-,164.50%,85.00,0.35%,"132,778"
1474,SRS,-,-,-,-,-,-,-,-,-,-,-,-,-,16.12,-0.62%,"148,796"
1475,SRTS,156.57M,7.94,12.35,-,4.56,3.97,-,41.20,160.00%,-42.08%,60.50%,-,12.80%,10.24,0.37%,"84,894"
1476,SRTY,-,-,-,-,-,-,-,-,-,-,-,-,-,58.52,-3.67%,"700,667"
1477,SRV,63.69M,2.61,-,-,-,-,-,-,-,-,-,-,-,28.99,-0.62%,246
1478,SSB,5.76B,13.06,10.23,1.09,5.35,1.09,0.86,23.34,206.20%,14.11%,9.90%,12.00%,26.60%,79.49,0.79%,"155,168"
1479,SSBI,100.75M,6.61,-,-,2.38,1.20,2.24,-,76.30%,-,45.50%,0.00%,14.30%,15.40,1.65%,"3,006"
1480,SSL,12.59B,23.60,-,-,0.94,1.32,6.96,9.30,109.70%,-,-7.90%,-0.90%,3.10%,20.38,-0.42%,"74,252"
1481,SSRM,3.53B,11.53,13.91,-,2.41,0.98,3.42,9.59,74.20%,-11.59%,21.00%,-,24.60%,16.52,-0.81%,"452,274"
1482,STE,21.06B,88.96,22.58,8.90,4.59,3.26,60.47,90.01,-46.40%,8.45%,14.20%,10.00%,11.90%,214.72,0.82%,"86,111"
1483,STGW,1.64B,166.18,-,27.70,0.91,1.87,12.13,-,98.80%,-,46.00%,6.00%,1.20%,5.69,0.71%,"79,426"
1484,STLD,12.36B,3.44,6.92,0.12,0.60,1.84,-,7.29,499.70%,-51.76%,58.40%,28.06%,18.80%,67.43,1.21%,"1,072,995"
1485,STN,5.09B,34.40,13.47,4.90,1.75,3.36,-,29.84,26.50%,13.47%,8.10%,7.02%,3.30%,46.21,1.07%,"16,928"
1486,STNG,2.20B,-,10.17,-,3.78,1.21,9.05,38.29,-356.70%,-21.34%,-22.60%,-,0.70%,37.97,-0.45%,"643,651"
1487,STON,407.66M,-,-,-,1.25,-,5.49,-,-38.30%,-,12.50%,13.00%,-0.20%,3.42,-1.16%,"63,767"
1488,STR,2.12B,34.74,9.69,-,27.28,2.50,731.85,41.21,142.70%,23.92%,-,-6.64%,-,26.68,1.97%,"32,234"
1489,STRL,672.16M,9.57,6.94,0.87,0.40,1.85,8.36,8.23,43.50%,16.22%,49.20%,11.00%,18.00%,22.89,-1.21%,"61,341"
1490,STRRP,-,-,-,-,-,2.58,-,-,-,-,-,-,-,9.73,0.01%,700
1491,STRS,265.81M,4.67,-,-,15.82,1.63,21.61,-,484.90%,-,65.20%,-,-18.90%,31.14,-1.83%,"4,170"
1492,STZ,47.24B,39.92,19.45,3.69,5.16,4.11,464.07,44.46,-102.30%,15.43%,-15.20%,10.82%,3.80%,245.82,0.45%,"347,057"
1493,SU,44.76B,9.73,4.32,0.37,1.34,1.57,22.59,8.52,197.70%,-13.15%,59.40%,26.00%,7.90%,31.81,-0.19%,"2,911,150"
1494,SUN,3.18B,6.43,8.83,2.47,0.16,3.42,30.57,-,227.50%,-14.94%,79.20%,2.60%,12.00%,39.03,1.14%,"87,714"
1495,SUPN,1.55B,23.18,37.91,13.72,2.58,1.93,4.97,16.54,-58.40%,-46.26%,-11.00%,1.69%,21.90%,29.51,-1.45%,"86,983"
1496,SVRA,208.69M,-,-,-,-,2.06,1.37,-,61.60%,-7.40%,51.60%,-,-,1.82,-0.82%,"154,150"
1497,SVT,27.53M,6.91,-,-,0.64,0.75,3.09,9.83,-,-,17.10%,-,1.00%,11.01,0.00%,233
1498,SWAV,7.05B,261.59,69.11,-,23.58,27.51,35.03,311.87,86.90%,47.25%,-,-,-,206.08,-0.53%,"200,233"
1499,SWCH,8.24B,842.25,134.22,32.39,13.16,14.71,299.49,-,-71.40%,-3.83%,-47.80%,26.00%,13.20%,33.69,0.01%,"583,531"
1500,SWET,339.58M,64.74,-,-,-,1.30,1697.89,-,-,-,-,-,-,9.86,0.20%,250
1501,SWIR,1.01B,-,21.40,-,1.87,3.69,10.53,-,-24.00%,33.08%,-47.30%,15.00%,-5.10%,25.92,-0.65%,"353,462"
1502,SWN,6.97B,-,3.27,-,0.82,-,331.83,10.20,99.40%,31.04%,65.30%,21.00%,22.30%,6.59,2.73%,"8,551,387"
1503,SWX,5.71B,28.77,17.25,7.19,1.41,1.48,9.15,-,-18.20%,8.04%,1.30%,4.00%,8.40%,84.35,-1.10%,"100,926"
1504,SXC,585.98M,10.63,9.13,1.33,0.38,1.13,7.35,7.36,94.20%,-23.15%,18.30%,8.00%,3.50%,7.07,-0.63%,"139,977"
1505,SXT,3.33B,27.30,21.36,7.18,2.42,3.50,103.47,-,8.70%,10.82%,0.50%,3.80%,0.00%,81.18,1.07%,"34,758"
1506,SYBT,1.77B,27.67,16.30,2.77,9.45,2.23,2.31,41.12,14.80%,26.22%,10.50%,10.00%,11.60%,61.24,-1.33%,"27,890"
1507,SYM,916.37M,-,-,-,2.31,2.65,277.69,-,-,-,-,-,-,17.80,-8.53%,"171,816"
1508,SYNL,135.64M,4.52,-,0.36,0.36,1.13,113.03,7.62,168.60%,-,36.00%,12.40%,19.30%,13.58,0.23%,"4,407"
1509,SYY,44.06B,44.96,20.34,0.86,0.67,33.60,50.29,-,143.50%,32.44%,-9.10%,52.13%,0.40%,88.57,1.39%,"652,578"
1510,TA,553.34M,7.26,9.88,1.45,0.07,0.80,1.02,-,407.00%,-11.54%,77.20%,5.00%,6.10%,40.53,1.30%,"33,182"
1511,TAC,3.17B,-,36.46,-,1.48,5.54,2.40,6.02,-74.00%,-70.62%,-48.50%,-,2.60%,11.51,-2.00%,"88,292"
1512,TALO,1.25B,-,2.67,-,0.90,1.84,16.02,7.15,67.50%,34.90%,10.30%,-,36.90%,15.64,0.51%,"412,499"
1513,TAP,12.61B,11.88,13.73,4.44,1.19,0.94,35.15,16.79,205.60%,9.41%,-9.20%,2.67%,16.00%,58.31,-0.44%,"528,741"
1514,TBBK,1.20B,11.64,7.98,0.97,5.44,1.97,1.78,24.13,36.10%,24.80%,28.30%,12.00%,16.80%,22.58,0.27%,"204,964"
1515,TBF,-,-,-,-,-,-,-,-,-,-,-,-,-,20.11,-0.05%,"290,624"
1516,TBT,-,-,-,-,-,-,-,-,-,-,-,-,-,26.23,0.00%,"2,479,508"
1517,TBX,-,-,-,-,-,-,-,-,-,-,-,-,-,27.00,0.19%,"21,652"
1518,TCBK,1.54B,13.34,10.59,1.91,5.52,1.26,1.45,16.58,82.40%,12.90%,15.20%,7.00%,9.80%,46.29,-0.47%,"32,449"
1519,TCDA,512.84M,-,-,-,-,-,4.15,-,34.90%,41.40%,-37.00%,-,-,9.34,-1.89%,"196,661"
1520,TCI,358.70M,289.12,-,-,9.77,1.00,25.99,-,40.90%,-,67.00%,-,-19.20%,43.29,1.87%,"1,158"
1521,TDW,767.52M,-,-,-,1.95,1.14,5.64,-,35.30%,49.50%,62.80%,5.00%,-9.20%,18.95,-0.52%,"56,240"
1522,TECK,14.33B,4.79,4.12,-,1.18,0.81,7.63,9.32,428.30%,-36.00%,24.10%,-3.65%,7.70%,27.22,-1.95%,"2,648,671"
1523,TEDU,279.37M,-,-,-,0.76,-,4.54,-,88.00%,-,-19.50%,-1.25%,9.40%,5.14,10.30%,"9,854"
1524,TEF,27.60B,3.44,13.25,0.22,0.72,1.09,2.67,27.66,522.00%,-76.90%,30.10%,15.90%,-5.50%,4.70,-1.57%,"530,182"
1525,TEKK,310.11M,69.93,-,-,-,1.35,3101.14,-,177.80%,-,-,-,-,9.93,0.00%,"54,426"
1526,TELL,2.00B,-,-,-,9.55,3.35,6.77,-,64.20%,-240.00%,9.60%,-,-,3.68,2.93%,"6,770,462"
1527,TEN,1.61B,-,4.38,-,0.09,29.97,2.53,-,102.20%,53.36%,-41.60%,51.50%,16.00%,19.21,0.16%,"435,526"
1528,TENB,5.14B,-,116.25,-,8.90,22.74,9.77,63.68,-3.70%,125.00%,-0.60%,24.00%,34.20%,48.81,3.66%,"648,498"
1529,TEQI,-,-,-,-,-,-,-,-,-,-,-,-,-,33.46,-0.10%,"2,316"
1530,TFLO,-,-,-,-,-,-,-,-,-,-,-,-,-,50.40,-0.01%,"406,520"
1531,TGA,252.99M,2.50,-,-,1.24,1.13,6.80,10.20,151.70%,-,19.70%,-13.14%,21.50%,3.46,1.47%,"659,016"
1532,TGH,1.39B,5.27,4.78,0.44,1.57,0.92,4.43,-,297.10%,6.51%,50.90%,12.00%,11.50%,30.02,0.57%,"111,773"
1533,TGLS,919.60M,11.62,7.77,12.36,1.77,3.38,10.57,17.25,177.80%,11.14%,13.30%,0.94%,10.20%,19.99,1.47%,"74,231"
1534,TGNA,4.52B,9.33,8.39,0.93,1.49,1.78,104.43,9.04,-2.20%,-22.11%,8.80%,10.00%,8.30%,20.82,-0.29%,"344,278"
1535,TGS,883.21M,4.35,-,-,1.23,0.68,14.11,-,327.40%,-275.00%,88.40%,-,64.40%,4.80,-4.19%,"53,412"
1536,TH,1.11B,126.17,22.68,8.41,3.40,11.74,191.05,13.60,81.90%,8.28%,-,15.00%,-,12.26,3.37%,"867,958"
1537,THCA,76.59M,1150.00,-,-,-,6.05,382.95,-,429.60%,-,-,-,-,10.35,0.00%,12
1538,THFF,543.63M,9.44,9.01,-,3.52,1.06,0.91,13.07,2.30%,-4.00%,5.20%,-,6.80%,44.34,-0.49%,"6,754"
1539,THG,4.90B,11.44,11.38,0.83,0.94,1.72,18.01,6.38,21.40%,12.44%,49.40%,13.75%,4.60%,137.60,0.47%,"53,742"
1540,TILE,814.32M,13.57,8.74,0.41,0.66,2.28,10.70,53.22,176.20%,20.94%,2.40%,33.10%,4.60%,13.76,-2.69%,"85,734"
1541,TIMB,5.84B,10.20,-,-,1.72,1.24,3.92,10.81,60.40%,-,31.60%,-,2.90%,11.93,-0.42%,"119,439"
1542,TINV,355.21M,13.87,-,-,-,1.39,1776.07,-,185.50%,-,-,-,-,10.30,-0.05%,"8,111"
1543,TIPT,386.81M,51.83,-,-,0.31,1.06,2.17,-,203.20%,-,3.60%,-,18.80%,11.35,0.00%,"6,710"
1544,TK,287.01M,-,-,-,0.40,0.53,0.87,-,-32.90%,-,-10.90%,12.00%,-21.80%,2.89,-0.86%,"132,394"
1545,TLK,26.82B,16.45,-,1.89,2.81,3.21,9.87,5.64,18.20%,-,5.10%,8.70%,4.20%,27.58,0.07%,"138,977"
1546,TMDX,928.35M,-,-,-,23.74,15.59,12.89,-,-37.60%,42.30%,-6.10%,-,37.30%,35.09,5.15%,"101,259"
1547,TMHC,3.18B,4.54,3.49,0.28,0.41,0.80,5.59,5.69,174.80%,-13.79%,24.90%,16.04%,16.10%,26.64,-0.71%,"345,817"
1548,TMKR,343.27M,50.00,-,-,-,1.30,-,-,-,-,-,-,-,9.95,0.00%,100
1549,TMO,205.00B,27.96,21.95,3.28,4.99,5.14,70.64,31.11,21.80%,7.51%,30.70%,8.53%,16.50%,543.31,1.20%,"310,629"
1550,TMP,1.04B,12.53,12.95,1.57,4.34,1.63,5.73,13.37,16.30%,-0.30%,9.10%,8.00%,3.50%,73.79,-0.64%,"6,514"
1551,TMST,865.05M,5.01,7.23,-,0.64,1.22,3.61,4.79,331.20%,-36.96%,27.20%,-,8.10%,18.27,-1.14%,"136,391"
1552,TMV,-,-,-,-,-,-,-,-,-,-,-,-,-,101.83,0.14%,"215,706"
1553,TNET,4.94B,13.93,14.26,1.91,1.05,7.49,12.70,8.81,26.10%,9.39%,42.70%,7.30%,8.20%,80.49,0.53%,"39,946"
1554,TNK,634.99M,-,8.35,-,1.11,0.80,34.51,-,-376.40%,217.96%,-33.50%,3.00%,-0.30%,19.43,-0.46%,"75,053"
1555,TNP,284.55M,-,2.81,-,0.51,0.20,-,4.38,140.50%,-11.43%,-43.30%,10.00%,2.50%,10.91,4.40%,"75,695"
1556,TOLZ,-,-,-,-,-,-,-,-,-,-,-,-,-,46.32,-0.71%,"19,673"
1557,TPH,2.01B,4.43,3.39,-,0.50,0.87,4.88,8.50,89.90%,5.37%,27.80%,-0.60%,10.60%,19.36,-0.77%,"433,357"
1558,TPHD,-,-,-,-,-,-,-,-,-,-,-,-,-,30.21,0.23%,"6,740"
1559,TPL,13.29B,42.30,26.62,2.11,25.85,18.46,26.20,56.75,53.40%,6.79%,45.80%,20.03%,46.80%,1784.97,2.87%,"21,744"
1560,TPTX,3.72B,-,-,-,610.38,4.16,4.05,-,-24.70%,-3.70%,-,-,-,74.88,0.21%,"397,991"
1561,TPYP,-,-,-,-,-,-,-,-,-,-,-,-,-,24.88,-0.03%,"20,393"
1562,TR,2.37B,36.11,-,4.01,3.90,3.14,16.28,81.98,12.50%,-,0.70%,9.00%,1.80%,34.87,-0.54%,"25,909"
1563,TRC,412.49M,38.96,-,2.60,6.29,0.93,7.34,-,817.00%,-,40.20%,15.00%,3.90%,15.90,0.76%,"7,402"
1564,TRGP,14.02B,-,12.13,-,0.77,8.43,103.19,8.24,99.00%,37.36%,47.70%,5.70%,20.40%,63.03,0.62%,"544,491"
1565,TRI,51.86B,31.54,32.35,1.41,8.05,3.58,73.77,151.65,399.20%,35.47%,51.00%,22.40%,-10.70%,107.87,0.93%,"114,645"
1566,TRIN,558.54M,4.44,7.52,-,5.78,0.95,19.46,-,34.50%,-1.86%,-,-,-,14.64,-0.48%,"47,005"
1567,TRMD,1.19B,-,42.09,-,1.92,1.13,-,-,-126.80%,179.50%,-,-,-,14.09,-4.34%,"123,405"
1568,TRMK,1.82B,15.19,12.80,2.17,4.16,1.14,-,7.42,-6.90%,12.64%,7.90%,7.00%,1.40%,30.15,-0.23%,"35,244"
1569,TRP,52.08B,20.93,11.92,8.27,5.06,2.32,45.63,-,-60.70%,4.64%,62.80%,2.53%,1.30%,52.65,-0.59%,"418,497"
1570,TRQ,5.14B,9.22,29.92,-,2.78,0.58,-,-,29.20%,-43.04%,20.00%,-,10.40%,25.41,-1.59%,"160,975"
1571,TRTN,3.58B,7.06,5.48,0.71,2.04,1.50,49.71,-,73.70%,-3.01%,99.90%,10.00%,14.70%,57.48,0.65%,"92,026"
1572,TRV,37.88B,10.01,10.75,1.60,1.07,1.49,50.37,5.84,37.80%,11.83%,7.10%,6.25%,4.70%,157.33,-0.64%,"294,782"
1573,TRVI,141.30M,-,-,-,-,11.03,4.86,-,18.10%,-5.30%,-27.90%,-,-,3.96,5.50%,"111,228"
1574,TS,15.17B,10.40,8.01,-,1.97,1.24,22.65,-,273.40%,3.00%,139.80%,-5.40%,8.70%,25.89,-1.82%,"720,680"
1575,TSCO,22.85B,23.60,19.75,2.27,1.76,12.92,56.35,231.46,35.00%,8.73%,21.40%,10.40%,13.40%,207.00,0.67%,"962,252"
1576,TSEM,5.00B,28.77,17.12,1.92,3.16,3.02,6.32,39.87,80.10%,18.58%,-7.50%,15.00%,3.80%,46.23,0.74%,"262,312"
1577,TSLA,739.73B,99.57,46.27,2.32,11.89,22.35,41.07,53.50,669.20%,33.46%,48.60%,43.00%,50.40%,745.57,1.22%,"16,005,100"
1578,TSN,30.05B,7.17,10.53,0.96,0.59,1.59,26.10,19.14,48.00%,-12.55%,13.00%,7.50%,5.00%,82.17,-1.59%,"653,562"
1579,TTE,128.69B,7.76,4.87,2.59,0.61,1.13,3.33,11.73,303.90%,-16.33%,18.70%,3.00%,7.60%,50.22,-1.12%,"768,467"
1580,TTEK,7.44B,30.08,29.54,6.14,2.73,6.11,38.26,27.40,34.80%,9.70%,24.50%,4.90%,5.80%,142.19,0.61%,"41,399"
1581,TTI,507.06M,185.45,12.79,6.39,1.15,4.80,15.41,-,-181.00%,45.00%,39.70%,29.00%,-8.90%,4.03,-1.23%,"286,673"
1582,TTM,21.93B,-,-,-,0.01,0.04,-,-,-,-,-41.23%,6.90%,-,28.26,-1.29%,"229,837"
1583,TTP,60.84M,2.95,-,-,44.55,0.92,-,-,-,-,-,-,-,26.76,0.26%,"2,559"
1584,TTT,-,-,-,-,-,-,-,-,-,-,-,-,-,57.84,0.05%,"47,851"
1585,TU,31.22B,23.55,16.01,1.53,2.40,2.61,52.91,225.10,29.70%,13.03%,3.50%,15.35%,5.80%,22.40,0.13%,"377,797"
1586,TUFN,480.30M,-,-,-,4.15,11.32,5.84,-,-0.10%,10.70%,-,15.00%,-,12.58,0.08%,"186,972"
1587,TVTX,1.56B,-,-,-,6.82,7.60,2.58,-,24.20%,23.20%,-18.40%,-,11.20%,23.86,-4.83%,"173,750"
1588,TWI,948.96M,16.71,7.17,0.67,0.49,4.05,9.67,-,179.70%,8.40%,23.80%,25.00%,7.10%,15.58,-1.02%,"119,952"
1589,TWLV,434.12M,97.05,-,-,-,1.27,868.24,-,-,-,-,-,-,9.81,0.03%,1
1590,TWM,-,-,-,-,-,-,-,-,-,-,-,-,-,16.89,-2.34%,"1,287,150"
1591,TWNK,2.91B,23.05,19.12,2.10,2.41,1.66,12.20,22.71,5.30%,13.70%,9.80%,11.00%,9.40%,21.18,0.36%,"207,787"
1592,TYG,358.79M,3.11,-,1.24,61.66,0.88,-,-,-,-,-,2.50%,-,30.59,1.70%,"18,556"
1593,TYO,-,-,-,-,-,-,-,-,-,-,-,-,-,11.51,0.52%,"23,523"
1594,TZA,-,-,-,-,-,-,-,-,-,-,-,-,-,37.76,-3.58%,"5,552,789"
1595,UAE,-,-,-,-,-,-,-,-,-,-,-,-,-,15.74,0.77%,"1,802"
1596,UAN,973.90M,5.21,-,0.65,1.40,2.80,7.09,3.57,183.40%,-,36.90%,8.00%,8.40%,94.32,-2.09%,"9,551"
1597,UBCP,86.49M,9.51,8.22,1.02,3.52,1.30,1.19,13.10,17.10%,17.80%,18.00%,9.30%,8.20%,15.21,0.07%,63
1598,UBS,56.14B,7.57,7.07,0.63,5.58,0.94,0.09,0.99,16.20%,6.37%,18.60%,12.11%,-6.50%,16.26,-0.85%,"1,213,416"
1599,UBSI,4.75B,13.96,13.23,1.74,6.00,1.08,1.56,7.75,18.00%,6.91%,7.40%,8.00%,11.10%,36.24,-0.55%,"205,997"
1600,UCBI,3.30B,12.50,9.73,12.50,5.43,1.33,1.73,7.78,55.00%,23.93%,16.20%,1.00%,11.60%,31.90,-1.30%,"218,449"
1601,UCIB,-,-,-,-,-,-,-,-,-,-,-,-,-,23.25,-0.08%,"3,713"
1602,UCO,-,-,-,-,-,-,-,-,-,-,-,-,-,38.65,0.21%,"947,442"
1603,UEC,1.04B,-,-,-,45.20,3.29,-,-,11.80%,-100.00%,15.50%,-,-,3.68,2.65%,"3,749,678"
1604,UFCS,821.91M,9.53,12.65,0.95,0.81,1.01,7.51,-,160.20%,11.02%,10.70%,10.00%,1.40%,33.05,-1.40%,"13,232"
1605,UFPI,4.61B,7.53,8.17,0.44,0.50,2.08,42.17,-,114.50%,-3.16%,39.00%,17.00%,21.70%,75.21,0.86%,"73,913"
1606,UFPT,580.32M,35.85,19.67,-,2.53,2.96,156.84,414.51,18.10%,23.71%,13.70%,-,7.10%,77.02,-1.26%,"18,662"
1607,UGA,-,-,-,-,-,-,-,-,-,-,-,-,-,63.30,-0.94%,"16,271"
1608,ULH,698.76M,7.72,6.00,2.57,0.38,2.17,29.24,23.21,53.60%,1.72%,26.30%,3.00%,10.30%,27.38,1.41%,"25,986"
1609,ULTA,20.24B,19.91,18.29,2.37,2.24,12.04,30.92,21.38,478.20%,8.29%,22.50%,8.40%,12.20%,411.31,2.23%,"324,990"
